NR-AR,NR-AR-LBD,NR-AhR,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,NR-Aromatase,standardised_smiles,Identifier
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,CC(C)Nc1cccnc1N1CCN(C(=O)c2cc3cc(NS(C)(=O)=O)ccc3[nH]2)CC1,"['NCGC00168776-03', 'NCGC00168776-01']"
0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,CC(C)O,['NCGC00260024-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)OB(OC(C)C)OC(C)C,"['NCGC00256934-01', 'NCGC00259064-01']"
0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1,"['NCGC00164588-02', 'NCGC00164588-01']"
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,CC(C)OC(=O)C(C)(C)Oc1ccc(C(=O)c2ccc(Cl)cc2)cc1,"['NCGC00015437-17', 'NCGC00253945-01', 'NCGC00015437-10']"
0.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,,CC(C)OC(=O)C(C)N(C(=O)c1ccccc1)c1ccc(F)c(Cl)c1,['NCGC00255858-01']
0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,,,CC(C)OC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,['NCGC00255485-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)OC(=O)CCC(=O)OC(C)C,['NCGC00256008-01']
,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,CC(C)OC(=O)CCCCC(=O)OC(C)C,['NCGC00258016-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)OC(=O)COc1ccc(Cl)cc1Cl,"['NCGC00256337-01', 'NCGC00259112-01']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)OC(=O)Cc1ccccc1,['NCGC00258697-01']
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,CC(C)OC(=O)c1cc(C(=O)OC(C)C)cc([N+](=O)[O-])c1,['NCGC00163919-02']
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)OC(=O)c1cc2c(OCC(O)CNC(C)(C)C)cccc2[nH]1,"['NCGC00025200-02', 'NCGC00025200-01']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)OC(=O)c1ccccc1,['NCGC00256252-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)OC(=O)c1ccccc1C(=O)OC(C)C,['NCGC00255529-01']
0.0,0.0,0.0,,0.0,,0.0,0.0,1.0,,0.0,,CC(C)OC(=S)S,['NCGC00255384-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)OC(C)C,['NCGC00260100-01']
0.0,,1.0,1.0,0.0,0.0,,1.0,,,1.0,,CC(C)OC(O)=Nc1ccc2nc(-c3cscn3)[nH]c2c1,['NCGC00181110-01']
0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,,0.0,,CC(C)OC(O)=Nc1cccc(Cl)c1,"['NCGC00259415-01', 'NCGC00255037-01']"
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CC(C)OC(O)=Nc1ccccc1,"['NCGC00256576-01', 'NCGC00259213-01']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,CC(C)OC=O,"['NCGC00259393-01', 'NCGC00256945-01']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,CC(C)OCC1CO1,['NCGC00257592-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)OCCO,['NCGC00255035-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,CC(C)OP(=O)(CP(=O)(OC(C)C)OC(C)C)OC(C)C,"['NCGC00253673-01', 'NCGC00256259-01']"
0.0,0.0,1.0,,0.0,,1.0,0.0,0.0,,0.0,,CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)c1ccccc1,['NCGC00254639-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)OP(C)(=O)OC(C)C,"['NCGC00259261-01', 'NCGC00254262-01']"
0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)OP(OC(C)C)OC(C)C,['NCGC00357278']
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,CC(C)OS(C)(=O)=O,['NCGC00258409-01']
0.0,0.0,,,0.0,,1.0,0.0,,1.0,0.0,,CC(C)Oc1cc(-n2nc(C(C)(C)C)oc2=O)c(Cl)cc1Cl,"['NCGC00254576-01', 'NCGC00259426-01']"
0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,"['NCGC00018139-07', 'NCGC00018139-05', 'NCGC00024094-04', 'NCGC00095872-01']"
0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,CC(C)Oc1cccc(N=C(O)c2ccccc2C(F)(F)F)c1,['NCGC00160537-04']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)Oc1ccccc1O,['NCGC00255087-01']
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,CC(C)S,['NCGC00258722-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)SCc1ccco1,['NCGC00257404-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)[N+](=O)[O-],['NCGC00257919-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)[N+](C)(C)CC(O)COc1cccc2ccccc12,"['NCGC00160378-02', 'NCGC00160378-01']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)[N+](C)(CCC(C(=N)O)(c1ccccc1)c1ccccc1)C(C)C,"['NCGC00016308-06', 'NCGC00016308-01']"
0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)[N+](C)(CCOC(=O)C1c2ccccc2Oc2ccccc21)C(C)C,"['NCGC00015854-10', 'NCGC00094306-02', 'NCGC00255145-01']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)[N+]1(C)C2CCC1CC(C(=O)OC(CO)c1ccccc1)C2,['NCGC00261275']
0.0,0.0,0.0,,0.0,0.0,,0.0,,0.0,0.0,0.0,CC(C)[N+]1(C)C2CCC1CC(OC(=O)C(CO)c1ccccc1)C2,"['NCGC00093969-01', 'NCGC00022819-03']"
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,CC(C)c1c(C(O)=Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CCC(O)CC(O)CC(=O)O,"['NCGC00255181-01', 'NCGC00159458-05', 'NCGC00255845-01', 'NCGC00159458-03']"
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,CC(C)c1c(CN(C)C(C)Cc2ccccc2)n(C)n(-c2ccccc2)c1=O,"['NCGC00179385-03', 'NCGC00016769-01']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)c1cc(C(C)C)cc(C(C)C)c1,['NCGC00254932-01']
0.0,,,0.0,0.0,,1.0,,,1.0,0.0,,CC(C)c1cc(F)cc2c1CC(CCN(C)CCCc1nc3ccccc3[nH]1)(OC(=O)C1CC1)CC2,['NCGC00261345']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)c1cc2c(cc1S(=O)(=O)O)C1(C)CCCC(C)(C(=O)O)C1CC2,"['NCGC00181160-01', 'NCGC00262925-01']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)c1ccc(C#N)cc1,['NCGC00256669-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)c1ccc(C(C)C)cc1,"['NCGC00258931-01', 'NCGC00257053-01']"
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)c1ccc(C(O)=NC(=N)N)cc1S(C)(=O)=O,['NCGC00254230-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)c1ccc(C=O)cc1,['NCGC00257518-01']
0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)c1ccc(CO)cc1,"['NCGC00256602-01', 'NCGC00259574-01']"
0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CC(C)c1ccc(NC(=O)N(C)C)cc1,['NCGC00255738-01']
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,,,CC(C)c1ccc(O)c(C(C)C)c1,['NCGC00255771-01']
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,CC(C)c1ccc(O)cc1,['NCGC00255837-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)c1ccc(S(=O)(=O)O)cc1,"['NCGC00256166-01', 'NCGC00256755-01']"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CC(C)c1ccc2c(C(C)C)cc(C(C)C)c(S(=O)(=O)O)c2c1,['NCGC00255739-01']
0.0,,0.0,,,,,,,,,,CC(C)c1ccc2c(c1)CCC1C(C)(CN)CCCC21C,['NCGC00255644-01']
0.0,,0.0,0.0,0.0,,1.0,0.0,,,,0.0,CC(C)c1ccc2c(c1)c(SC(C)(C)C)c(CC(C)(C)C(=O)O)n2Cc1ccc(Cl)cc1,['NCGC00261459']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CC(C)c1ccc2cc(C(C)C)ccc2c1,['NCGC00254984-01']
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,CC(C)c1ccc2ncccc2c1,['NCGC00256828-01']
1.0,,1.0,,,0.0,1.0,1.0,0.0,,0.0,,CC(C)c1ccc2oc3nc(N)c(C(=O)O)cc3c(=O)c2c1,"['NCGC00167472-03', 'NCGC00167472-01']"
0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,,0.0,,CC(C)c1ccc2sc3ccccc3c(=O)c2c1,['NCGC00256279-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,CC(C)c1cccc(C(C)C)c1,"['NCGC00258870-01', 'NCGC00254476-01']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)c1cccc(C(C)C)c1N,['NCGC00255131-01']
0.0,,0.0,1.0,1.0,,,0.0,,1.0,1.0,1.0,CC(C)c1cccc(C(C)C)c1N1C(=O)c2ccc(O)cc2C1=O,['NCGC00254282-01']
0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,CC(C)c1cccc(C(C)C)c1N=C(O)NS(=O)(=O)c1cc(C(C)(C)O)co1,['NCGC00253990-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CC(C)c1cccc(C(C)C)c1O,"['NCGC00015389-14', 'NCGC00015389-08', 'NCGC00260670-01', 'NCGC00257228-01']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,CC(C)c1cccc(O)c1,['NCGC00255721-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,CC(C)c1ccccc1C(C)C,['NCGC00260305-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)c1ccccc1N,['NCGC00357153']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)c1ccccc1O,['NCGC00255940-01']
0.0,0.0,0.0,,0.0,,,,0.0,0.0,0.0,0.0,CC(C)c1nc(CN(C)C(O)=NC(C(O)=NC(Cc2ccccc2)CC(O)C(Cc2ccccc2)N=C(O)OCc2cncs2)C(C)C)cs1,"['NCGC00159462-04', 'NCGC00183130-01']"
0.0,0.0,0.0,0.0,,0.0,,0.0,,0.0,0.0,0.0,CC(C)c1ncc([N+](=O)[O-])n1C,['NCGC00181095-01']
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,CC(C)c1nnc2ccc(-c3ocnc3-c3cc(F)ccc3F)cn12,['NCGC00254362-01']
0.0,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,CC(C)n1c(C=CC(O)CC(O)CC(=O)O)c(-c2ccc(F)cc2)c2ccccc21,"['NCGC00256490-01', 'NCGC00263525-01', 'NCGC00164604-01']"
0.0,,1.0,,0.0,,,1.0,0.0,0.0,,,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,"['NCGC00188346-02', 'NCGC00188346-01']"
0.0,0.0,0.0,,0.0,0.0,,0.0,,1.0,0.0,0.0,CC(C=CC(C)C(C)(C)O)C1CCC2C(=CC=C3CC(O)CC(O)C3)CCCC21C,['NCGC00182706-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C=CC1(O)C(C)=CC(=O)CC1(C)C)=CC(=O)O,['NCGC00258689-01']
0.0,0.0,0.0,,,1.0,,0.0,,1.0,0.0,0.0,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)O,"['NCGC00254179-01', 'NCGC00259879-01', 'NCGC00255697-01']"
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(=O)Oc1c(C)c(C)c2c(c1C)CCC(C)(CCCC(C)CCCC(C)CCCC(C)C)O2,['NCGC00181354-01']
0.0,0.0,0.0,,0.0,,,,,1.0,,,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CC(O)=Nc1ccc(O)cc1,"['NCGC00258542-01', 'NCGC00090752-03']"
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,,0.0,1.0,CC(C=CC1=C(C)CCCC1(C)C)=CC=CC(C)=CCO,"['NCGC00259990-01', 'NCGC00254024-01']"
0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC(C=CC=C(C)C(=O)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O)=CC=CC=C(C)C=CC=C(C)C(=O)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,['NCGC00160471-01']
0.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0,0.0,CC(C=CC=C(C)C=CC1=C(C)C(=O)CCC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)C(=O)CCC1(C)C,['NCGC00095896-01']
0.0,,0.0,,0.0,,,1.0,,,1.0,,CC(C=CC=C(C)C=CC1=C(C)CC(O)CC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CC(O)CC1(C)C,['NCGC00181020-01']
0.0,0.0,0.0,,0.0,,,0.0,,,1.0,0.0,CC(C=CC=C(C)C=CC1=C(C)CC(O)CC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1C(C)=CC(O)CC1(C)C,['NCGC00167965-01']
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1=C(C)CCCC1(C)C,['NCGC00096081-01']
0.0,0.0,0.0,0.0,1.0,,,0.0,,1.0,,1.0,CC(C=CC=C(C)C=CC1=C(C)CCCC1(C)C)=CC=O,"['NCGC00258558-01', 'NCGC00258629-01']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C=CC=C(C)C=CC1C(C)C(=O)C(=O)CC1(C)C)=CC=CC=C(C)C=CC=C(C)C=CC1C(C)C(=O)C(=O)CC1(C)C,['NCGC00260828']
,,,,,,0.0,,0.0,,,,CC(C=Cc1c(C)c(O)c2ccccc2c1O)=CCCC(C)CCCC(C)CCCC(C)C,['NCGC00159423-03']
0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,1.0,,CC(C=Cc1cccc(Oc2ccc(F)cc2)c1)N(O)C(=N)O,['NCGC00260887']
,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CC(C=O)=Cc1ccccc1,['NCGC00257605-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,CC(C=O)Cc1ccc(C(C)(C)C)cc1,"['NCGC00258963-01', 'NCGC00257026-01']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C=O)Cc1ccc(C(C)C)cc1,['NCGC00254985-01']
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C=O)Cc1ccc2c(c1)OCO2,['NCGC00255941-01']
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C=O)c1ccccc1,['NCGC00357113']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CC(CC(=O)Cl)CC(C)(C)C,['NCGC00260373-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,CC(CC(=O)O)CC(C)(C)C,['NCGC00257635-01']
,,,,,,0.0,,0.0,,,,CC(CC(C#N)(c1ccccc1)C(C)C)N(C)C,['NCGC00253611-01']
0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,CC(CC(C#N)(c1ccccc1)c1ccccc1)N(C)C,['NCGC00247341-02']
,,,,,,0.0,,0.0,,,,CC(CC(C(=N)O)(c1ccccc1)c1ccccc1)N(C)C,['NCGC00263910-02']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(CC(C)(C)C)CC(C)(C)CC(C)(C)C,['NCGC00357049']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(CC(C)C)=NO,['NCGC00255097-01']
0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,0.0,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,['NCGC00183030-01']
,,,,,,,,0.0,,,,CC(CC1c2ccccc2CCc2ccccc21)CN(C)C,['NCGC00274277-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CC(CC=O)CC(C)(C)C,['NCGC00256906-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(CC=O)CCCC(C)(C)O,['NCGC00255072-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,CC(CC=O)c1ccccc1,['NCGC00256260-01']
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(CCC(=O)O)(c1ccc(O)cc1)c1ccc(O)cc1,"['NCGC00259804-01', 'NCGC00256409-01']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(CCC(=O)O)C(=O)O,['NCGC00258083-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,CC(CCC(=O)O)C1CCC2C3C(=O)CC4CC(=O)CCC4(C)C3CC(=O)C12C,"['NCGC00024025-05', 'NCGC00095777-01']"
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,['NCGC00260084-01']
,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,CC(CCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CCC12C,"['NCGC00258045-01', 'NCGC00016387-02']"
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CC(O)C12C,"['NCGC00258450-01', 'NCGC00091038-01']"
0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,1.0,,0.0,CC(CCC(=O)O)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,"['NCGC00256451-01', 'NCGC00259417-01']"
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CC(CCC(O)=NCC(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,['NCGC00256646-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(CCC(O)=NCCS(=O)(=O)O)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,['NCGC00260704']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(CCO)CC(C)(C)C,"['NCGC00257325-01', 'NCGC00259809-01']"
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,CC(CCO)CCCC(C)(C)O,['NCGC00254836-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(CCO)CCc1ccccc1,['NCGC00256092-01']
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC(CCc1ccc(O)cc1)NCC(O)c1ccc(O)cc1,['NCGC00164602-01']
0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,CC(CCc1ccc(O)cc1)NCCc1ccc(O)c(O)c1,"['NCGC00015321-11', 'NCGC00015321-04']"
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,CC(CCc1ccccc1)NC(C)C(O)c1ccc(O)cc1,"['NCGC00015716-09', 'NCGC00015716-05']"
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC(CCc1ccccc1)NCC(O)c1ccc(O)c(C(=N)O)c1,"['NCGC00256847-01', 'NCGC00016810-01']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(CCl)OC(C)CCl,['NCGC00258753-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(CCl)OP(=O)(OC(C)CCl)OC(C)CCl,"['NCGC00260528-01', 'NCGC00257407-01']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(CN(C)C)C(C)(O)Cc1ccc(Cl)cc1,"['NCGC00159437-03', 'NCGC00159437-02']"
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC(CN(C)C)CN1c2ccccc2S(=O)(=O)c2ccccc21,['NCGC00182075-03']
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CC(CN(CCN(CC(C)OCCO)CC(C)OCCO)CC(C)OCCO)OCCO,['NCGC00256756-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(CN)CC(C)(C)CCN,['NCGC00256149-01']
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(CN)CCCN,['NCGC00255142-01']
,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,CC(CN1CC(=O)N=C(O)C1)N1CC(=O)N=C(O)C1,"['NCGC00263544-01', 'NCGC00257812-01']"
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,CC(CN1CCC(Cc2ccccc2)CC1)C(O)c1ccc(O)cc1,['NCGC00261767']
0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,,CC(CN1CCCC1)C(=O)c1ccc(C(F)(F)F)cc1,['NCGC00183000-01']
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,,CC(CN1c2ccccc2Sc2ccc(S(=O)(=O)N(C)C)cc21)N(C)C,['NCGC00249414-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,"['NCGC00015817-14', 'NCGC00015817-05', 'NCGC00259813-01', 'NCGC00256588-01']"
0.0,0.0,0.0,0.0,,0.0,,0.0,,,,,CC(CN1c2ccccc2Sc2cccnc21)N(C)C,['NCGC00181101-01']
0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC(CN=C(O)c1cccnc1)N=C(O)c1cccnc1,['NCGC00160494-01']
0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,CC(CN=Cc1ccccc1O)N=Cc1ccccc1O,['NCGC00255509-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,CC(CNC1CCCCC1)OC(=O)c1ccccc1,"['NCGC00179382-03', 'NCGC00016495-01']"
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(CO)(CO)C(=O)O,['NCGC00258014-01']
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(CO)(CO)CO,['NCGC00258677-01']
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(CO)(CO)[N+](=O)[O-],['NCGC00255640-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(CO)CO,['NCGC00257601-01']
1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,CC(CO)N=C(O)C1=CC2c3cccc4[nH]cc(c34)CC2N(C)C1,['NCGC00163165-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,CC(CO)Oc1ccccc1,['NCGC00258336-01']
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(CO)c1ccccc1,['NCGC00255620-01']
0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(COC(=O)c1ccccc1)OC(=O)c1ccccc1,['NCGC00258735-01']
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(COC(C)(C)C)OCCCO,['NCGC00255807-01']
