Molecule Name,NR-AR,NR-AR-LBD,NR-AhR,NR-ER,NR-ER-LBD,NR-PPAR-gamma,SR-ARE,SR-ATAD5,SR-HSE,SR-MMP,SR-p53,NR-Aromatase,Smiles,source
NCGC00254475-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,CC(C)N(Cc1ccccc1)C(C(C)(C)C)=O,train
NCGC00260000-01,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)N=[C@]=NC(C)C,train
NCGC00091070-02,,,,,,,0.0,,0.0,,,,CC(C)NC(C)C,train
NCGC00257770-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CC(C)NC(C)C,train
NCGC00016735-06,,,,,,,0.0,,0.0,,,,CC(C)NC(C1=O)=C(C)N(C)N1c1ccccc1,train
NCGC00095073-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC(C)NC(C1=O)=C(C)N(C)N1c1ccccc1,train
NCGC00258292-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)NC(C=C)=O,train
NCGC00254769-01,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,CC(C)NC(N(CC(N1c2cc(Cl)cc(Cl)c2)=O)C1=O)=O,train
NCGC00259225-01,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)NC(N(CC(N1c2cc(Cl)cc(Cl)c2)=O)C1=O)=O,train
NCGC00255709-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)NC(NC(C)C)=O,train
NCGC00016528-05,,,,,,,0.0,,0.0,,,,CC(C)NC(NC(Nc(cc1)ccc1Cl)=N)=N.Cl,train
NCGC00016528-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC(C)NC(NC(Nc(cc1)ccc1Cl)=N)=N.Cl,train
NCGC00016879-06,,,,,,,0.0,,0.0,,,,CC(C)NC(NS(c(cncc1)c1Nc1cc(C)ccc1)(=O)=O)=O,train
NCGC00016879-01,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,0.0,0.0,CC(C)NC(NS(c(cncc1)c1Nc1cc(C)ccc1)(=O)=O)=O,train
NCGC00255469-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)NC(c(cccc1)c1N)=O,train
NCGC00253654-01,,,,,,,0.0,,0.0,,,,CC(C)NC(c1ccc(C=O)cc1)=O,train
NCGC00255280-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)NC(c1ccc(CNNC)cc1)=O,train
NCGC00016438-04,,,,,,,,,0.0,,,,CC(C)NC(c1ccc(CNNC)cc1)=O.Cl,train
NCGC00255389-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)NC(c1ccc(CNNC)cc1)=O.Cl,train
NCGC00185744-01,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,CC(C)NCC(COc1ccc(CCOC)cc1)O.CC(C)NCC(COc1ccc(CCOC)cc1)O.OC(CCC(O)=O)=O,train
NCGC00021148-08,,,,,,,0.0,,0.0,,,,CC(C)NCC(COc1ccc(CCOC)cc1)O.CC(C)NCC(COc1ccc(CCOC)cc1)O.O[C@H]([C@H](C(O)=O)O)C(O)=O,train
NCGC00017119-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC(C)NCC(COc1ccc(CCOC)cc1)O.CC(C)NCC(COc1ccc(CCOC)cc1)O.O[C@H]([C@H](C(O)=O)O)C(O)=O,train
NCGC00021148-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC(C)NCC(COc1ccc(CCOC)cc1)O.CC(C)NCC(COc1ccc(CCOC)cc1)O.O[C@H]([C@H](C(O)=O)O)C(O)=O,train
NCGC00024868-09,,,,,,,0.0,,0.0,,,,CC(C)NCC(COc1ccc(COCCOC(C)C)cc1)O.CC(C)NCC(COc1ccc(COCCOC(C)C)cc1)O.OC(/C=C/C(O)=O)=O,train
NCGC00024868-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC(C)NCC(COc1ccc(COCCOC(C)C)cc1)O.CC(C)NCC(COc1ccc(COCCOC(C)C)cc1)O.OC(/C=C/C(O)=O)=O,train
NCGC00094255-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC(C)NCC(COc1ccc(COCCOC(C)C)cc1)O.CC(C)NCC(COc1ccc(COCCOC(C)C)cc1)O.OC(/C=C/C(O)=O)=O,train
NCGC00015655-09,,,,,,,0.0,,0.0,,,,CC(C)NCC(c1cc(O)cc(O)c1)O.CC(C)NCC(c1cc(O)cc(O)c1)O.OS(O)(=O)=O,train
NCGC00249887-01,,,,,,,0.0,,0.0,,,,CC(C)NCCCC1(C(N)=O)c(cccc2)c2-c2c1cccc2,train
NCGC00024810-07,,,,,,,0.0,,,,,,CC(C)NC[C@@H](COc(cc1)ccc1NC(C)=O)O,train
NCGC00024810-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC(C)NC[C@@H](COc(cc1)ccc1NC(C)=O)O,train
NCGC00159498-02,1.0,0.0,0.0,1.0,1.0,0.0,,0.0,,0.0,0.0,,CC(C)NC[C@@H](COc(cc1C)c(C)c(C)c1OC(C)=O)O,train
NCGC00024923-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,,0.0,CC(C)NC[C@@H](COc(cccc1)c1-n1cccc1)O,train
NCGC00179342-03,,,,,,,0.0,,0.0,,,,CC(C)NC[C@@H](COc(cccc1)c1OCC=C)O.Cl,train
NCGC00016675-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,CC(C)NC[C@@H](COc(cccc1)c1OCC=C)O.Cl,train
NCGC00015099-11,,,,,,,0.0,,0.0,,,,CC(C)NC[C@@H](COc1c(CC=C)cccc1)O,train
NCGC00015099-05,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,CC(C)NC[C@@H](COc1c(CC=C)cccc1)O,train
NCGC00015786-16,,,,,,,0.0,,0.0,,,,CC(C)NC[C@@H](COc1c(cc[nH]2)c2ccc1)O,train
NCGC00015786-11,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC(C)NC[C@@H](COc1c(cc[nH]2)c2ccc1)O,train
NCGC00255122-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,CC(C)NC[C@@H](COc1ccc(CC(N)=O)cc1)O,train
NCGC00185766-04,,,,,,,0.0,,0.0,,,,CC(C)NC[C@@H](COc1ccc(CCC(OC)=O)cc1)O.Cl,train
NCGC00185766-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC(C)NC[C@@H](COc1ccc(CCC(OC)=O)cc1)O.Cl,train
NCGC00015159-11,,,,,,,0.0,,0.0,,,,CC(C)NC[C@@H](COc1ccc(CCOCC2CC2)cc1)O,train
NCGC00015159-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC(C)NC[C@@H](COc1ccc(CCOCC2CC2)cc1)O,train
NCGC00256554-01,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,,,0.0,CC(C)NC[C@@H](COc1cccc2ccccc12)O.Cl,train
NCGC00259435-01,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,CC(C)NC[C@@H](COc1cccc2ccccc12)O.Cl,train
NCGC00024589-06,,,,,,,0.0,,0.0,,,,CC(C)NC[C@@H](c(cc1)cc(C#N)c1N)O,train
NCGC00024589-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC(C)NC[C@@H](c(cc1)cc(C#N)c1N)O,train
NCGC00015558-14,,,,,,,,,0.0,,,,CC(C)NC[C@@H](c(cc1)cc(O)c1O)O,train
NCGC00015558-06,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC(C)NC[C@@H](c(cc1)cc(O)c1O)O,train
NCGC00258824-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,CC(C)NC[C@@H](c(cc1)cc(O)c1O)O.Cl,train
NCGC00254027-01,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,CC(C)NC[C@@H](c(cc1)cc(O)c1O)O.Cl,train
NCGC00015919-04,1.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC(C)NC[C@@H](c(cc1)ccc1NS(C)(=O)=O)O,train
NCGC00094337-02,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC(C)NC[C@@H](c(cc1)ccc1NS(C)(=O)=O)O.Cl,train
NCGC00257681-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)NC[C@@H](c(cc1)ccc1NS(C)(=O)=O)O.Cl,train
NCGC00160443-02,,,,,,,0.0,,0.0,,,,CC(C)NC[C@@H](c(cc1)ccc1[N+]([O-])=O)O,train
NCGC00160443-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC(C)NC[C@@H](c(cc1)ccc1[N+]([O-])=O)O,train
NCGC00167538-02,,,,,,,0.0,,0.0,,,,CC(C)NC[C@@H](c(cccc1)c1Cl)O.Cl,train
NCGC00167538-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC(C)NC[C@@H](c(cccc1)c1Cl)O.Cl,train
NCGC00024809-07,,,,,,,0.0,,0.0,,,,CC(C)NC[C@@H](c1cc2ccccc2cc1)O,train
NCGC00024809-02,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC(C)NC[C@@H](c1cc2ccccc2cc1)O,train
NCGC00016755-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC(C)NC[C@@H]1Nc2cc([N+]([O-])=O)c(CO)cc2CC1,train
NCGC00015007-14,,,,,,,0.0,,0.0,,,,CC(C)NC[C@H](COc1ccc(CC(N)=O)cc1)O,train
NCGC00093636-03,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC(C)NC[C@H](COc1ccc(CC(N)=O)cc1)O,train
NCGC00015798-11,,,,,,,0.0,,0.0,,,,CC(C)NC[C@H](COc1cccc2ccccc12)O,train
NCGC00016429-05,0.0,0.0,,0.0,0.0,0.0,,0.0,,,0.0,0.0,CC(C)NC[C@H](COc1cccc2ccccc12)O,train
NCGC00015565-06,,,,,,,0.0,,0.0,,,,CC(C)NNC(c1ccncc1)=O.OS(O)(=O)=O,train
NCGC00094820-01,0.0,0.0,,1.0,1.0,0.0,,0.0,,0.0,0.0,0.0,CC(C)NNC(c1ccncc1)=O.OS(O)(=O)=O,train
NCGC00094048-01,0.0,0.0,0.0,1.0,0.0,0.0,,0.0,,,0.0,0.0,CC(C)N[C@@H](C)Cc(cc1)ccc1I.Cl,train
NCGC00255103-01,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,,CC(C)N[P@](OC)(Oc(ccc(C)c1)c1[N+]([O-])=O)=S,train
NCGC00254685-01,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,,CC(C)Nc(c(C(c1c2cccc1)=O)c1C2=O)ccc1NC(C)C,train
NCGC00091826-01,0.0,0.0,,,0.0,,,0.0,,,1.0,,CC(C)Nc(cc1)ccc1Nc1ccccc1,train
NCGC00257032-01,0.0,,,,0.0,0.0,1.0,0.0,,,1.0,,CC(C)Nc(cc1)ccc1Nc1ccccc1,train
NCGC00258975-01,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,,,1.0,,CC(C)Nc(cc1)ccc1Nc1ccccc1,train
NCGC00168776-03,,,,,,,,,0.0,,,,CC(C)Nc1cccnc1N(CC1)CCN1C(c1cc(cc(cc2)NS(C)(=O)=O)c2[nH]1)=O,train
NCGC00168776-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,CC(C)Nc1cccnc1N(CC1)CCN1C(c1cc(cc(cc2)NS(C)(=O)=O)c2[nH]1)=O,train
NCGC00258945-01,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,train
NCGC00254886-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)Nc1nc(Cl)nc(NC(C)C)n1,train
NCGC00254972-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)Nc1nc(N)nc(Cl)n1,train
NCGC00259647-01,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)Nc1nc(OC)nc(NC(C)C)n1,train
NCGC00254797-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)Nc1nc(OC)nc(NC(C)C)n1,train
NCGC00254906-01,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,CC(C)Nc1nc(SC)nc(N=[N+]=[N-])n1,train
NCGC00259887-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,CC(C)Nc1nc(SC)nc(NC(C)C)n1,train
NCGC00254711-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,CC(C)Nc1nc(SC)nc(NC(C)C)n1,train
NCGC00260024-01,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,CC(C)O,train
NCGC00256934-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)OB(OC(C)C)OC(C)C,train
NCGC00259064-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)OB(OC(C)C)OC(C)C,train
NCGC00263657-01,,,,,,,0.0,,0.0,,,,CC(C)OC(/C=C(\C)/C=C/C[C@@H](C)CCCC(C)(C)OC)=O,train
NCGC00255607-01,0.0,0.0,0.0,,0.0,0.0,,0.0,1.0,,0.0,0.0,CC(C)OC(/C=C(\C)/C=C/C[C@@H](C)CCCC(C)(C)OC)=O,train
NCGC00258208-01,0.0,0.0,1.0,0.0,0.0,,1.0,0.0,0.0,1.0,0.0,0.0,CC(C)OC(/C=C(\C)/C=C/C[C@@H](C)CCCC(C)(C)OC)=O,train
NCGC00164588-02,,,,,,,,,0.0,,,,CC(C)OC(C(C(OC(C)C)=O)=C1SC=CS1)=O,train
NCGC00164588-01,0.0,0.0,,0.0,0.0,0.0,,0.0,,1.0,0.0,0.0,CC(C)OC(C(C(OC(C)C)=O)=C1SC=CS1)=O,train
NCGC00015437-17,,,,,,,,,0.0,,,,CC(C)OC(C(C)(C)Oc(cc1)ccc1C(c(cc1)ccc1Cl)=O)=O,train
NCGC00253945-01,0.0,0.0,,,0.0,0.0,,0.0,,0.0,0.0,,CC(C)OC(C(C)(C)Oc(cc1)ccc1C(c(cc1)ccc1Cl)=O)=O,train
NCGC00015437-10,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC(C)OC(C(C)(C)Oc(cc1)ccc1C(c(cc1)ccc1Cl)=O)=O,train
NCGC00260157-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,CC(C)OC(C(C)=C)=O,train
NCGC00167435-01,0.0,0.0,0.0,0.0,0.0,,,0.0,,,0.0,,CC(C)OC(C([C@@H]1c2cccc([N+]([O-])=O)c2)=C(C)NC(C#N)=C1C(OC)=O)=O,train
NCGC00167436-02,,,,,,,1.0,,,,,,CC(C)OC(C([C@@H]1c2cccc([N+]([O-])=O)c2)=C(C)NC(N)=C1C(OC(C1)CN1C(c1ccccc1)c1ccccc1)=O)=O,train
NCGC00167436-01,0.0,,0.0,,,,,,,,,,CC(C)OC(C([C@@H]1c2cccc([N+]([O-])=O)c2)=C(C)NC(N)=C1C(OC(C1)CN1C(c1ccccc1)c1ccccc1)=O)=O,train
NCGC00183830-01,0.0,1.0,,0.0,,1.0,1.0,0.0,1.0,,1.0,,CC(C)OC(C([C@H]1c2cccc(Cl)c2Cl)=C(COC(N)=O)NC(C)=C1C(OC)=O)=O,train
NCGC00015714-16,,,,,,,,,0.0,,,,CC(C)OC(C([C@H]1c2cccc([N+]([O-])=O)c2)=C(C)NC(C)=C1C(OCCOC)=O)=O,train
NCGC00015714-09,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,,,0.0,0.0,CC(C)OC(C([C@H]1c2cccc([N+]([O-])=O)c2)=C(C)NC(C)=C1C(OCCOC)=O)=O,train
NCGC00025341-06,,,,,,,0.0,,0.0,,,,CC(C)OC(C([C@H]1c2cccc3nonc23)=C(C)NC(C)=C1C(OC)=O)=O,train
NCGC00016931-01,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC(C)OC(C([C@H]1c2cccc3nonc23)=C(C)NC(C)=C1C(OC)=O)=O,train
NCGC00255485-01,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,1.0,,,CC(C)OC(C(c(cc1)ccc1Cl)(c(cc1)ccc1Cl)O)=O,train
NCGC00258994-01,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CC(C)OC(C)=O,train
NCGC00257073-01,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CC(C)OC(C)=O,train
NCGC00260100-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)OC(C)C,train
NCGC00256008-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)OC(CCC(OC(C)C)=O)=O,train
NCGC00258016-01,,0.0,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,CC(C)OC(CCCCC(OC(C)C)=O)=O,train
NCGC00256337-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)OC(COc(ccc(Cl)c1)c1Cl)=O,train
NCGC00259112-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)OC(COc(ccc(Cl)c1)c1Cl)=O,train
NCGC00258697-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)OC(Cc1ccccc1)=O,train
NCGC00254775-01,0.0,0.0,1.0,,0.0,,1.0,,0.0,,0.0,0.0,CC(C)OC(NNc(cc(cc1)-c2ccccc2)c1OC)=O,train
NCGC00181110-01,0.0,,1.0,1.0,0.0,0.0,,1.0,,,1.0,,CC(C)OC(Nc(cc1)cc2c1[nH]c(-c1cscn1)n2)=O,train
NCGC00259415-01,0.0,0.0,,,0.0,0.0,0.0,1.0,0.0,,0.0,,CC(C)OC(Nc1cccc(Cl)c1)=O,train
NCGC00255037-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,CC(C)OC(Nc1cccc(Cl)c1)=O,train
NCGC00256576-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CC(C)OC(Nc1ccccc1)=O,train
NCGC00259213-01,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CC(C)OC(Nc1ccccc1)=O,train
NCGC00183876-03,,,,,,,,,0.0,,,,CC(C)OC(OCOP(CO[C@H](C)Cn1c2ncnc(N)c2nc1)(OCOC(OC(C)C)=O)=O)=O.OC(C=CC(O)=O)=O,train
NCGC00167535-01,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC(C)OC(OCOP(CO[C@H](C)Cn1c2ncnc(N)c2nc1)(OCOC(OC(C)C)=O)=O)=O.OC(C=CC(O)=O)=O,train
NCGC00183876-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC(C)OC(OCOP(CO[C@H](C)Cn1c2ncnc(N)c2nc1)(OCOC(OC(C)C)=O)=O)=O.OC(C=CC(O)=O)=O,train
NCGC00255858-01,0.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,,0.0,,CC(C)OC([C@H](C)N(C(c1ccccc1)=O)c(cc1)cc(Cl)c1F)=O,train
NCGC00255384-01,0.0,0.0,0.0,,0.0,,0.0,0.0,1.0,,0.0,,CC(C)OC([S-])=S.[Na+],train
NCGC00255529-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)OC(c(cccc1)c1C(OC(C)C)=O)=O,train
NCGC00255827-01,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)OC(c(cccc1)c1O[P@](N)(OC)=S)=O,train
NCGC00163919-02,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,CC(C)OC(c1cc([N+]([O-])=O)cc(C(OC(C)C)=O)c1)=O,train
NCGC00025200-02,,,,,,,0.0,,0.0,,,,CC(C)OC(c1cc(c(OC[C@H](CNC(C)(C)C)O)ccc2)c2[nH]1)=O,train
NCGC00025200-01,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,CC(C)OC(c1cc(c(OC[C@H](CNC(C)(C)C)O)ccc2)c2[nH]1)=O,train
NCGC00256252-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)OC(c1ccccc1)=O,train
NCGC00259393-01,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,CC(C)OC=O,train
NCGC00256945-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)OC=O,train
NCGC00255035-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)OCCO,train
NCGC00257592-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,CC(C)OC[C@@H]1OC1,train
NCGC00259261-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)OP(C)(OC(C)C)=O,train
NCGC00254262-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)OP(C)(OC(C)C)=O,train
NCGC00253673-01,,,,,,,0.0,,0.0,,,,CC(C)OP(CP(OC(C)C)(OC(C)C)=O)(OC(C)C)=O,train
NCGC00256259-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,CC(C)OP(CP(OC(C)C)(OC(C)C)=O)(OC(C)C)=O,train
NCGC00254639-01,0.0,0.0,1.0,,0.0,,1.0,0.0,0.0,,0.0,,CC(C)OP(OC(C)C)(SCCNS(c1ccccc1)(=O)=O)=S,train
NCGC00258409-01,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,CC(C)OS(C)(=O)=O,train
NCGC00256012-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,CC(C)O[Ti](OCCN(CCO)CCO)(OCCN(CCO)CCO)OC(C)C,train
NCGC00254576-01,0.0,0.0,,,0.0,,1.0,0.0,,,0.0,,CC(C)Oc(cc(c(Cl)c1)N2N=C(C(C)(C)C)OC2=O)c1Cl,train
NCGC00259426-01,0.0,0.0,,,0.0,,,0.0,,1.0,0.0,,CC(C)Oc(cc(c(Cl)c1)N2N=C(C(C)(C)C)OC2=O)c1Cl,train
NCGC00018139-07,,,,,,,,,0.0,,,,CC(C)Oc(cc1)cc(OC=C2c3ccccc3)c1C2=O,train
NCGC00018139-05,,,,,,,1.0,,0.0,,,,CC(C)Oc(cc1)cc(OC=C2c3ccccc3)c1C2=O,train
NCGC00024094-04,0.0,0.0,1.0,1.0,0.0,0.0,,1.0,,,0.0,,CC(C)Oc(cc1)cc(OC=C2c3ccccc3)c1C2=O,train
NCGC00095872-01,0.0,0.0,1.0,1.0,0.0,0.0,,1.0,,,0.0,,CC(C)Oc(cc1)cc(OC=C2c3ccccc3)c1C2=O,train
NCGC00241097-03,,,,,,,1.0,,0.0,,,,CC(C)Oc(cc1)ccc1NC(N(CC1)CCN1c(c1c2)ncnc1cc(OCCCN1CCCCC1)c2OC)=O,train
NCGC00241097-01,0.0,,,0.0,,0.0,,,,,1.0,,CC(C)Oc(cc1)ccc1NC(N(CC1)CCN1c(c1c2)ncnc1cc(OCCCN1CCCCC1)c2OC)=O,train
NCGC00255087-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)Oc(cccc1)c1O,train
NCGC00259517-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,CC(C)Oc(cccc1)c1OC(NC)=O,train
NCGC00255104-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)Oc(cccc1)c1OC(NC)=O,train
NCGC00254320-01,0.0,,0.0,,0.0,1.0,,0.0,0.0,,,1.0,CC(C)Oc1c(C(Nc2nnn[n-]2)=O)sc(cc2)c1cc2OC.[Na+],train
NCGC00160537-04,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,CC(C)Oc1cccc(NC(c2c(C(F)(F)F)cccc2)=O)c1,train
NCGC00255513-01,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,CC(C)Oc1cccc(NC(c2c(C)cccc2)=O)c1,train
NCGC00258722-01,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,CC(C)S,train
NCGC00257404-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)SCc1ccco1,train
NCGC00257997-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)[C@@H](C(C)(C)CO)O,train
NCGC00257702-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)[C@@H](C(C)(C)COC(C(C)C)=O)O,train
NCGC00260003-01,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,,CC(C)[C@@H](C(C)(C)COC(C(C)C)=O)OC(C(C)C)=O,train
NCGC00254147-01,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)[C@@H](C(C)(C)COC(C(C)C)=O)OC(C(C)C)=O,train
NCGC00254739-01,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,1.0,CC(C)[C@@H](C(C)(C)COC(c1ccccc1)=O)OC(c1ccccc1)=O,train
NCGC00256659-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CC(C)[C@@H](C(NC(C)c1ccc(C)cc1)=O)NC(OC(C)C)=O,train
NCGC00160445-02,,,,,,,1.0,,0.0,,,,CC(C)[C@@H](C(NC(N)=O)=O)Br,train
